792,1,4,1317402243
792,2,4,1294379197
792,3,4,1311122739
792,4,4,1307247471
792,5,5,1314389224
792,6,5,1307911682
792,7,4,1301635501
792,8,4,1317647707
792,9,3,1310404097
792,13,5,1315812842
792,14,5,1306197763
792,17,5,1295494407
792,18,5,1314524428
792,19,4,1321061227
792,20,2,1309762455
792,21,5,1316111056
792,22,5,1323156149
792,23,4,1300214736
792,26,5,1310421194
792,27,5,1297053668
474,1,5,1318938596
474,2,5,1303089273
474,3,5,1305641021
474,4,5,1301566705
474,5,5,1301377139
474,6,5,1294451487
474,7,5,1315207542
474,8,5,1300076855
474,9,5,1316935732
474,14,5,1293910736
474,15,5,1298878125
474,17,5,1298848698
474,18,1,1319081167
474,19,1,1317908300
474,20,1,1295100667
474,21,1,1319825255
474,22,5,1295496988
474,23,5,1323351005
474,24,5,1305814698
474,25,5,1312674640
474,26,5,1310176710
474,27,1,1307996585
831,1,5,1312921749
831,2,3,1297202488
831,3,5,1295719440
831,4,5,1325145320
831,5,5,1317264143
831,6,5,1301452281
831,7,5,1316126549
831,8,5,1311964339
831,9,5,1295601062
831,10,5,1318469090
831,11,3,1307140038
831,12,5,1315492487
831,13,3,1298661922
831,14,4,1315961169
831,15,4,1317028872
831,16,2,1317635250
831,17,5,1308089254
831,18,3,1306225609
831,19,2,1299212869
831,20,1,1308852055
831,21,1,1322101319
831,22,5,1322943695
831,23,5,1307714806
831,24,5,1302244838
831,25,3,1322462895
831,26,5,1296843644
831,27,2,1316789578
204,1,4,1297668092
204,2,4,1324902595
204,3,4,1297229243
204,4,3,1315552314
204,5,4,1310829780
204,6,3,1303892099
204,7,3,1298369691
204,8,4,1295125242
204,9,4,1322982577
204,10,3,1307261140
204,11,4,1310389552
204,12,4,1324657541
204,13,3,1321105445
204,14,2,1302695466
204,15,4,1321473526
204,16,3,1302724086
204,17,4,1303807028
204,20,4,1320157563
204,22,5,1313243734
204,23,5,1306546947
204,24,4,1317035253
204,25,5,1320697471
204,26,5,1312506884
204,27,5,1300278324
62,1,5,1310839234
62,3,5,1302855761
62,4,5,1309082685
62,5,5,1306254955
62,6,5,1298488142
62,8,5,1299480667
62,12,4,1296749904
62,13,5,1295410538
62,14,5,1313099023
62,19,5,1295285235
62,20,1,1302506791
62,22,5,1300458828
62,23,5,1317212924
62,26,5,1320537577
479,1,4,1319955413
479,6,5,1308354367
479,8,5,1315738238
479,12,5,1315450093
479,17,4,1301642514
479,18,4,1307721961
479,20,4,1315026355
479,23,5,1323803275
224,1,4,1319217591
224,3,5,1305737745
224,4,3,1308781445
224,5,5,1297191394
224,6,5,1319540523
224,8,4,1323562160
224,9,4,1296226080
224,13,5,1302901688
224,14,3,1315678334
224,15,4,1308205715
224,16,4,1302774760
224,17,4,1318947509
224,20,3,1306446392
224,21,5,1313355067
224,22,4,1304273683
224,23,5,1302993258
224,24,5,1296117461
224,25,5,1308641523
224,26,5,1311398025
686,1,4,1302866387
686,3,4,1302795715
686,4,5,1317440733
686,5,4,1300125115
686,6,4,1324512601
686,12,3,1317601905
686,14,4,1308269134
686,22,4,1294505867
686,23,4,1304504127
686,25,4,1318021480
686,26,4,1313997145
519,3,3,1294667897
519,4,4,1294569128
519,6,3,1325358411
519,7,3,1308265476
519,12,4,1302994945
519,14,4,1303516749
519,17,3,1307418661
519,18,3,1299105755
519,23,5,1322722365
519,24,4,1310364566
519,25,3,1306109081
519,26,4,1296902261
253,1,5,1308925537
253,2,4,1318605622
253,3,4,1301511798
253,4,5,1297941252
253,5,3,1315691432
253,6,5,1325322514
253,7,4,1305444556
253,8,2,1314384852
253,9,3,1324824457
253,10,5,1303160154
253,11,3,1318244849
253,12,3,1302554932
253,13,5,1294525349
253,14,5,1322397559
253,15,5,1310344725
253,16,4,1321439703
253,17,4,1298724022
253,18,3,1306267465
253,19,3,1308667353
253,20,1,1317227443
253,21,3,1313246190
253,22,4,1309939985
253,23,5,1324216928
253,24,1,1309679423
253,25,1,1310274929
253,26,5,1310699363
253,27,5,1296909000
263,1,5,1314315907
263,2,4,1318711202
263,3,4,1309334919
263,4,3,1317271497
263,5,5,1296579719
263,6,5,1311164654
263,7,5,1296569585
263,8,4,1315830568
263,9,3,1293926019
263,10,2,1295993479
263,11,2,1310030070
263,12,5,1315746108
263,13,3,1318111316
263,14,2,1297997623
263,15,2,1298167651
263,16,2,1294195750
263,17,5,1297863834
263,20,5,1302644241
263,23,5,1308358104
263,24,4,1310310849
263,26,5,1306386573
263,27,5,1310591001
616,3,3,1322931013
616,5,5,1305899671
616,6,4,1324960435
616,7,4,1318904810
616,8,3,1317600408
616,23,5,1311707302
331,1,5,1309189929
331,4,4,1305562805
331,5,5,1323030475
331,6,5,1303170722
331,8,4,1300014271
331,9,5,1299645045
331,16,4,1318176242
331,17,4,1302542016
331,20,3,1308232675
331,22,5,1309715500
331,23,4,1305327009
355,6,5,1299012263
355,12,3,1308449173
355,13,5,1303521775
355,17,5,1306310828
355,20,3,1310889278
450,1,2,1314829250
450,4,4,1316157882
450,6,4,1315053947
450,12,4,1317595058
450,13,5,1318379090
450,14,5,1322346019
450,20,4,1312645511
450,22,5,1309514543
450,23,5,1316461911
450,26,5,1306756938
151,1,4,1306683009
151,5,5,1319431920
151,6,4,1296264798
151,8,4,1323185191
151,9,5,1319753237
151,12,2,1297126101
151,13,4,1316000611
151,20,2,1320559427
151,22,4,1297744317
151,23,5,1297625573
151,25,5,1316479128
151,26,5,1309578660
151,27,5,1320139870
52,3,2,1303463762
52,5,3,1310661144
52,6,3,1299279113
52,8,3,1321344931
52,16,3,1304625646
52,17,3,1322259598
52,19,3,1303435344
52,20,3,1299059573
52,22,3,1306815421
52,23,3,1307518828
52,24,3,1318328291
3,1,5,1304622500
3,3,5,1323248674
3,4,4,1301434055
3,5,4,1295609389
3,6,3,1314614668
3,7,3,1323952428
3,9,3,1314290674
3,12,4,1294411237
3,19,4,1299187687
3,20,3,1294816379
3,22,5,1322389250
3,23,5,1317395442
908,1,4,1311710675
908,2,3,1302628838
908,3,4,1299208223
908,4,4,1314120696
908,5,2,1295743925
908,8,3,1305417587
908,11,5,1304519358
908,12,4,1316780149
908,13,5,1312372928
908,14,5,1316570518
908,15,5,1304387396
908,19,5,1308067477
908,20,2,1320415979
908,22,4,1321031371
908,23,4,1317041867
908,26,5,1296285474
908,27,5,1312952959
913,1,3,1323743287
913,4,4,1317622338
913,5,5,1322322183
913,6,5,1294274253
913,9,5,1304478087
913,12,4,1323781659
913,14,3,1297829056
913,20,4,1299307770
913,22,4,1320875933
913,23,3,1315399395
913,24,3,1317871340
913,26,5,1320791814
913,27,5,1296233281
777,2,4,1318058999
777,6,4,1297999254
777,7,4,1296061205
777,8,5,1315988653
777,9,5,1300529550
777,14,5,1304274075
777,17,3,1303815433
777,18,4,1313613580
777,19,5,1323629783
777,20,3,1295540745
777,21,4,1305260620
777,22,5,1315256130
777,26,5,1319662585
777,27,4,1312205494
292,1,5,1309939897
292,3,4,1323660268
292,4,4,1309844373
292,5,5,1311745186
292,6,5,1320995676
292,7,4,1322319260
292,8,5,1299156274
292,12,3,1305018747
292,13,5,1322256410
292,14,5,1319781662
292,15,5,1303170725
292,17,4,1296780764
292,19,5,1294965978
292,20,1,1299195106
292,22,4,1302894690
292,23,4,1310920320
292,26,5,1321729759
272,1,5,1319388827
272,3,4,1313512879
272,4,4,1310544732
272,5,3,1302041886
272,6,4,1313943672
272,7,5,1307580918
272,8,5,1302129287
272,9,5,1322275050
272,10,4,1317861320
272,12,4,1315500145
272,13,5,1319750735
272,15,4,1318698232
272,16,3,1295000085
272,17,4,1321259583
272,19,5,1324467152
272,20,4,1311512460
272,22,4,1303701361
272,23,5,1307659125
272,24,5,1309443494
272,25,3,1323045520
272,26,4,1296216130
272,27,5,1309938071
254,5,4,1324215005
254,12,4,1324471365
831,1,3,1306902352
831,3,5,1307044096
831,4,5,1318242969
831,8,3,1314784923
831,9,5,1320777037
831,10,4,1313841722
831,15,4,1314356621
831,17,5,1316651306
831,20,5,1295925012
831,24,5,1311171529
831,27,5,1322941881
236,3,2,1295817512
236,5,5,1319576917
236,6,5,1302835134
236,7,5,1296682675
236,8,5,1295763371
236,9,4,1301539171
236,12,5,1314418535
236,16,4,1321315307
236,17,4,1324595271
236,18,4,1319909064
236,20,5,1302106068
236,23,4,1297709804
236,26,5,1307913554
236,27,3,1323439276
445,1,1,1310851827
445,2,3,1294685999
445,3,5,1310045239
445,4,3,1320432188
445,5,3,1294551122
445,6,5,1323299322
445,7,2,1303748746
445,8,3,1295584978
445,9,5,1306737856
445,10,2,1308899797
445,11,4,1316770700
445,12,3,1324174983
445,13,5,1323947130
445,14,5,1299788089
445,15,4,1314864684
445,16,2,1314934404
445,17,5,1314117163
445,18,5,1311837096
445,19,4,1305138316
445,20,5,1323441331
445,21,4,1306018325
445,22,5,1303576620
445,23,3,1316107604
445,24,3,1299325031
445,25,4,1313373606
445,26,5,1322050882
445,27,5,1317731630
437,1,5,1305823398
437,5,4,1316438889
437,7,4,1316067224
437,12,3,1316091889
437,16,4,1324515208
437,20,4,1318214879
437,23,4,1325389932
437,27,5,1311029363
705,1,5,1318746206
705,2,5,1299654879
705,3,5,1297478660
705,4,5,1324711576
705,5,5,1304730180
705,6,2,1307720953
705,8,1,1320595859
705,9,5,1307965187
705,10,5,1315472597
705,11,2,1321989369
705,12,5,1310922901
705,13,5,1299700702
705,14,4,1303419992
705,15,5,1316559755
705,20,1,1296899003
705,21,5,1298608511
705,23,3,1318809377
705,24,3,1325046527
705,25,5,1296588672
705,26,5,1299184965
705,27,4,1310099089
952,1,5,1311363652
952,4,4,1303827029
952,6,4,1321063020
952,9,5,1323929193
952,12,5,1301624931
952,13,2,1317961720
952,22,5,1323939037
952,23,3,1311659548
952,24,3,1301669427
952,26,4,1311630507
938,3,2,1307194758
938,5,5,1306491430
938,6,5,1317890900
938,9,5,1302637671
938,17,3,1300253192
938,18,5,1294669814
938,19,4,1313358845
938,20,4,1308487013
938,21,4,1314176368
938,22,4,1323131325
938,23,4,1307687402
938,24,3,1308656166
938,25,4,1324919924
938,26,5,1318371827
938,27,5,1307738927
904,1,3,1308496504
904,5,4,1295089221
904,8,4,1308368292
904,15,5,1294874104
904,23,5,1310850730
904,24,5,1314622270
904,26,2,1298250915
953,3,4,1298596835
953,4,4,1308084230
953,5,4,1313290513
953,6,3,1306706086
953,7,4,1307317389
953,8,5,1312199403
953,10,5,1310328530
953,13,5,1299195310
953,14,5,1299643842
953,15,5,1321886748
953,19,4,1299518203
953,22,4,1324153193
953,23,5,1295394360
953,24,5,1299284229
953,25,5,1296369430
953,26,5,1313734363
805,1,4,1308550394
805,2,5,1294902237
805,3,5,1307694628
805,4,4,1315813367
805,5,5,1294390388
805,6,4,1299542574
805,8,5,1297611830
805,9,5,1315513844
805,11,4,1304362146
805,12,4,1305624728
