792,1,4,1315311412
792,2,4,1300432480
792,3,4,1323423240
792,4,4,1306397345
792,5,5,1312085870
792,6,5,1310629683
792,7,4,1324828599
792,8,4,1310466296
792,9,3,1321359616
792,13,5,1322995148
792,14,5,1324217245
792,17,5,1322067689
792,18,5,1295270959
792,19,4,1303719148
792,20,2,1316663766
792,21,5,1322954041
792,22,5,1313553329
792,23,4,1318016021
792,26,5,1307269860
792,27,5,1303690121
474,1,5,1300824342
474,2,5,1312668364
474,3,5,1303773154
474,4,5,1323444858
474,5,5,1311134364
474,6,5,1300143823
474,7,5,1312851743
474,8,5,1313157613
474,9,5,1297323304
474,14,5,1295634279
474,15,5,1294626910
474,17,5,1316621024
474,18,1,1302385050
474,19,1,1321165823
474,20,1,1294592397
474,21,1,1318176781
474,22,5,1312245098
474,23,5,1313295761
474,24,5,1319016302
474,25,5,1308632036
474,26,5,1310595765
474,27,1,1303562900
831,1,5,1312389210
831,3,5,1294526177
831,4,5,1298003166
831,5,5,1299398339
831,6,5,1310927641
831,7,5,1300292275
831,8,5,1308938698
831,9,5,1320398019
831,12,5,1302106593
831,14,4,1301023868
831,16,2,1323172604
831,17,5,1318536854
831,20,1,1297978959
831,21,1,1304697701
831,22,5,1294081662
831,23,5,1306818724
831,24,5,1325157107
831,26,5,1297313327
831,27,2,1303660936
204,1,4,1306968559
204,2,4,1323625870
204,3,4,1319614529
204,4,3,1294598581
204,5,4,1312106048
204,6,3,1320655793
204,7,3,1316909686
204,8,4,1320162490
204,9,4,1314854518
204,10,3,1303178246
204,11,4,1297871415
204,12,4,1305663224
204,13,3,1323386863
204,14,2,1315898363
204,15,4,1310614776
204,16,3,1323440006
204,17,4,1314522980
204,20,4,1311012411
204,22,5,1305490583
204,23,5,1298435036
204,24,4,1309982399
204,25,5,1314498251
204,26,5,1317229691
204,27,5,1294491556
62,1,5,1307501371
62,3,5,1315075323
62,4,5,1306454874
62,5,5,1316831863
62,6,5,1306447916
62,8,5,1310407344
62,12,4,1312721376
62,13,5,1311167984
62,14,5,1312508592
62,19,5,1303110197
62,20,1,1319352251
62,22,5,1306679878
62,23,5,1307536339
62,26,5,1323051414
479,1,4,1323314424
479,6,5,1315196622
479,8,5,1310973019
479,12,5,1306585450
479,17,4,1320175285
479,18,4,1314595948
479,20,4,1305458783
479,23,5,1317331120
224,1,4,1318101739
224,3,5,1317492962
224,4,3,1309129993
224,5,5,1306826514
224,6,5,1317432494
224,8,4,1318911206
224,9,4,1323805144
224,13,5,1300650097
224,14,3,1295388999
224,15,4,1311290259
224,16,4,1304856664
224,17,4,1299511980
224,20,3,1304854861
224,21,5,1309555362
224,22,4,1307588619
224,23,5,1300561203
224,24,5,1300551995
224,25,5,1297071432
224,26,5,1319862456
686,1,4,1304703648
686,3,4,1324035554
686,4,5,1322054419
686,5,4,1321956115
686,6,4,1319304454
686,12,3,1308909934
686,14,4,1318366210
686,22,4,1298865296
686,23,4,1321012137
686,25,4,1321380982
686,26,4,1295532727
519,3,3,1294347848
519,4,4,1324282671
519,6,3,1294508169
519,7,3,1313931756
519,12,4,1323275708
519,14,4,1307431567
519,17,3,1322493226
519,18,3,1303861112
519,23,5,1301707135
519,24,4,1315154481
519,25,3,1310467839
519,26,4,1296826376
253,1,5,1318014408
253,2,4,1325342879
253,3,4,1309852527
253,4,5,1321207703
253,5,3,1304532607
253,6,5,1317236765
253,7,4,1313015227
253,8,2,1301547994
253,9,3,1295249514
253,10,5,1320531460
253,11,3,1297429220
253,12,3,1316260770
253,13,5,1312864313
253,14,5,1311233637
253,15,5,1316764234
253,16,4,1308477901
253,17,4,1319622681
253,18,3,1325297533
253,19,3,1325388727
253,20,1,1314818554
253,21,3,1313229573
253,22,4,1298631211
253,23,5,1297589250
253,24,1,1307614017
253,25,1,1321885202
253,26,5,1307899261
253,27,5,1313592728
263,1,5,1320751798
263,2,4,1302269222
263,3,4,1319891844
263,4,3,1295774359
263,5,5,1321088089
263,6,5,1298247030
263,7,5,1306024033
263,8,4,1297772670
263,9,3,1296466249
263,10,2,1309247079
263,11,2,1300628620
263,12,5,1304297812
263,13,3,1301456979
263,14,2,1319092613
263,15,2,1321756869
263,16,2,1311161862
263,17,5,1294780604
263,20,5,1310112800
263,23,5,1298719619
263,24,4,1297787714
263,26,5,1300545397
263,27,5,1319322686
616,3,3,1318747307
616,5,5,1321195536
616,6,4,1316892148
616,7,4,1315128243
616,8,3,1324432751
616,23,5,1317179285
331,1,5,1317609249
331,4,4,1322066137
331,5,5,1306590120
331,6,5,1324665426
331,8,4,1300623494
331,9,5,1314100334
331,16,4,1299758638
331,17,4,1316966387
331,20,3,1319189279
331,22,5,1315837631
331,23,4,1297391805
355,6,5,1312223789
355,12,3,1318854107
355,13,5,1315795272
355,17,5,1309587514
355,20,3,1318612687
450,1,2,1325203393
450,4,4,1322863199
450,6,4,1302542245
450,12,4,1300605914
450,13,5,1323900730
450,14,5,1297067224
450,20,4,1323436590
450,22,5,1307666116
450,23,5,1300081717
450,26,5,1295009886
151,1,4,1295420547
151,5,5,1297423745
151,6,4,1318183027
151,8,4,1321668934
151,9,5,1303914304
151,12,2,1320808669
151,13,4,1313290465
151,20,2,1294315559
151,22,4,1314050479
151,23,5,1310367056
151,25,5,1308211101
151,26,5,1311253608
151,27,5,1316096349
52,3,2,1316465887
52,5,3,1323789814
52,6,3,1296717673
52,8,3,1303600355
52,16,3,1300371302
52,17,3,1309009201
52,19,3,1323918085
52,20,3,1324420150
52,22,3,1298867793
52,23,3,1324711583
52,24,3,1297426251
3,1,5,1308725899
3,3,5,1314056986
3,4,4,1298806302
3,5,4,1312101140
3,6,3,1304346704
3,7,3,1297285890
3,9,3,1304933860
3,12,4,1316969493
3,19,4,1318569924
3,20,3,1314417399
3,22,5,1299279052
3,23,5,1305430013
908,1,4,1321144248
908,2,3,1299665100
908,3,4,1323392464
908,4,4,1302782636
908,5,2,1297824040
908,8,3,1294876852
908,11,5,1323541560
908,12,4,1294988758
908,13,5,1307423694
908,14,5,1308818916
908,15,5,1324033875
908,19,5,1309165982
908,20,2,1306701421
908,22,4,1321000926
908,23,4,1311809144
908,26,5,1312893577
908,27,5,1324465986
913,1,3,1309210491
913,4,4,1294782258
913,5,5,1320907743
913,6,5,1317073256
913,9,5,1313003829
913,12,4,1307173614
913,14,3,1305606484
913,20,4,1317514971
913,22,4,1300981138
913,23,3,1320196256
913,24,3,1296556046
913,26,5,1298193948
913,27,5,1313827868
777,2,4,1303941373
777,6,4,1314663833
777,7,4,1317902192
777,8,5,1307328756
777,9,5,1319656073
777,14,5,1322995931
777,17,3,1310771158
777,18,4,1308345467
777,19,5,1309043839
777,20,3,1315405768
777,21,4,1313611007
777,22,5,1318864443
777,26,5,1304442639
777,27,4,1316046062
292,1,5,1303115833
292,3,4,1304086450
292,4,4,1319649757
292,5,5,1322858346
292,6,5,1311727271
292,7,4,1318723982
292,8,5,1318543625
292,12,3,1311689714
292,13,5,1320735805
292,14,5,1316560973
292,15,5,1302956725
292,17,4,1296645612
292,19,5,1297533442
292,20,1,1312715806
292,22,4,1311587830
292,23,4,1298185243
292,26,5,1320617890
272,1,5,1323850727
272,3,4,1303413331
272,4,4,1308905634
272,5,3,1295024452
272,6,4,1308485135
272,7,5,1311331882
272,8,5,1322016852
272,9,5,1309507768
272,10,4,1317676665
272,12,4,1309172065
272,13,5,1324290215
272,15,4,1318687194
272,16,3,1300990173
272,17,4,1314393968
272,19,5,1299774894
272,20,4,1297548161
272,22,4,1313449239
272,23,5,1314342744
272,24,5,1302085222
272,25,3,1319425941
272,26,4,1305009580
272,27,5,1301439950
254,5,4,1305497057
254,12,4,1311062479
831,1,3,1302928312
